,tag,form,0
3163,PER,"['sg g', 'sg in', 'sg g']",2
1904,ORG,"['sg g', 'sg in', 'sg g']",49
1905,ORG,"['sg g', 'sg in', 'sg in', '']",1
1906,ORG,"['sg g', 'sg in', 'sg in', 'sg g', 'sg g', 'sg g']",1
1907,ORG,"['sg g', 'sg in', 'sg in', 'sg g']",2
1908,ORG,"['sg g', 'sg in', 'sg in']",73
310,LOC,"['sg g', 'sg in', 'sg in']",5
1909,ORG,"['sg g', 'sg in', 'sg kom']",1
1910,ORG,"['sg g', 'sg in', 'sg n', 'sg g', 'sg g']",1
1911,ORG,"['sg g', 'sg in', 'sg n', 'sg g', 'sg n']",1
1912,ORG,"['sg g', 'sg in', 'sg n', 'sg g']",9
1913,ORG,"['sg g', 'sg in', 'sg n', 'sg in']",1
1914,ORG,"['sg g', 'sg in', 'sg n', 'sg n']",6
311,LOC,"['sg g', 'sg in', 'sg n']",1
3164,PER,"['sg g', 'sg in', 'sg n']",1
1915,ORG,"['sg g', 'sg in', 'sg n']",22
1916,ORG,"['sg g', 'sg in', 'sg p', 'sg g']",1
1917,ORG,"['sg g', 'sg in', 'sg p']",3
1918,ORG,"['sg g', 'sg in']",3879
3165,PER,"['sg g', 'sg in']",36
312,LOC,"['sg g', 'sg in']",1542
1919,ORG,"['sg g', 'sg kom', '']",3
3166,PER,"['sg g', 'sg kom', 'sg el']",1
3167,PER,"['sg g', 'sg kom', 'sg g']",2
1920,ORG,"['sg g', 'sg kom', 'sg g']",6
1921,ORG,"['sg g', 'sg kom', 'sg ill']",1
3168,PER,"['sg g', 'sg kom', 'sg in']",1
1922,ORG,"['sg g', 'sg kom', 'sg in']",2
1923,ORG,"['sg g', 'sg kom', 'sg n']",3
313,LOC,"['sg g', 'sg kom']",70
3169,PER,"['sg g', 'sg kom']",134
1924,ORG,"['sg g', 'sg kom']",695
1925,ORG,"['sg g', 'sg n', '', '?']",7
3170,PER,"['sg g', 'sg n', '', '?']",1
1926,ORG,"['sg g', 'sg n', '', 'pl g', 'sg g']",1
1927,ORG,"['sg g', 'sg n', '', 'sg all']",2
1928,ORG,"['sg g', 'sg n', '', 'sg el']",1
1929,ORG,"['sg g', 'sg n', '', 'sg g', 'sg in']",2
1930,ORG,"['sg g', 'sg n', '', 'sg g', 'sg n', '?', 'sg n']",1
3171,PER,"['sg g', 'sg n', '', 'sg g', 'sg n']",1
1931,ORG,"['sg g', 'sg n', '', 'sg g']",7
1932,ORG,"['sg g', 'sg n', '', 'sg in']",1
1933,ORG,"['sg g', 'sg n', '', 'sg n', '', '?']",2
3172,PER,"['sg g', 'sg n', '', 'sg n', '']",1
1934,ORG,"['sg g', 'sg n', '', 'sg n', 'pl n']",1
3173,PER,"['sg g', 'sg n', '', 'sg n']",2
1935,ORG,"['sg g', 'sg n', '', 'sg n']",16
1936,ORG,"['sg g', 'sg n', '', 'tud', 'sg n']",1
314,LOC,"['sg g', 'sg n', '']",1
1937,ORG,"['sg g', 'sg n', '']",23
1938,ORG,"['sg g', 'sg n', '?', '', 'sg n']",1
1939,ORG,"['sg g', 'sg n', '?', '']",1
1940,ORG,"['sg g', 'sg n', '?', 'sg g']",4
3174,PER,"['sg g', 'sg n', '?', 'sg g']",1
3175,PER,"['sg g', 'sg n', '?', 'sg kom']",1
3176,PER,"['sg g', 'sg n', '?', 'sg n']",2
1941,ORG,"['sg g', 'sg n', '?', 'sg n']",3
3177,PER,"['sg g', 'sg n', '?']",2
1942,ORG,"['sg g', 'sg n', '?']",62
1943,ORG,"['sg g', 'sg n', 'adt']",5
1944,ORG,"['sg g', 'sg n', 'b', '', 'sg n']",1
1945,ORG,"['sg g', 'sg n', 'pl g', 'pl g', 'sg n']",1
1946,ORG,"['sg g', 'sg n', 'pl g', 'sg g']",1
3178,PER,"['sg g', 'sg n', 'pl g', 'sg n']",1
1947,ORG,"['sg g', 'sg n', 'pl g', 'sg n']",5
1948,ORG,"['sg g', 'sg n', 'pl g']",1
1949,ORG,"['sg g', 'sg n', 'pl n', 'sg n', 'sg g']",1
3179,PER,"['sg g', 'sg n', 'pl n']",1
1950,ORG,"['sg g', 'sg n', 'pl n']",8
1951,ORG,"['sg g', 'sg n', 's']",1
1952,ORG,"['sg g', 'sg n', 'sg abl']",3
3180,PER,"['sg g', 'sg n', 'sg ad']",3
1953,ORG,"['sg g', 'sg n', 'sg ad']",2
1954,ORG,"['sg g', 'sg n', 'sg all']",5
1955,ORG,"['sg g', 'sg n', 'sg el']",11
315,LOC,"['sg g', 'sg n', 'sg g', '', 'sg g']",1
1956,ORG,"['sg g', 'sg n', 'sg g', '?']",4
1957,ORG,"['sg g', 'sg n', 'sg g', 'adt']",1
1958,ORG,"['sg g', 'sg n', 'sg g', 'sg abl']",1
1959,ORG,"['sg g', 'sg n', 'sg g', 'sg ad']",1
1960,ORG,"['sg g', 'sg n', 'sg g', 'sg all']",5
1961,ORG,"['sg g', 'sg n', 'sg g', 'sg el']",1
1962,ORG,"['sg g', 'sg n', 'sg g', 'sg g', 'sg g']",3
1963,ORG,"['sg g', 'sg n', 'sg g', 'sg g', 'sg n']",1
1964,ORG,"['sg g', 'sg n', 'sg g', 'sg g']",12
1965,ORG,"['sg g', 'sg n', 'sg g', 'sg in', 'sg in']",1
1966,ORG,"['sg g', 'sg n', 'sg g', 'sg in']",1
1967,ORG,"['sg g', 'sg n', 'sg g', 'sg n', 'sg all']",1
1968,ORG,"['sg g', 'sg n', 'sg g', 'sg n', 'sg in']",1
1969,ORG,"['sg g', 'sg n', 'sg g', 'sg n', 'sg n', 'sg el']",1
1970,ORG,"['sg g', 'sg n', 'sg g', 'sg n', 'sg n']",1
1971,ORG,"['sg g', 'sg n', 'sg g', 'sg n']",11
1972,ORG,"['sg g', 'sg n', 'sg g']",151
3181,PER,"['sg g', 'sg n', 'sg g']",20
316,LOC,"['sg g', 'sg n', 'sg g']",1
1973,ORG,"['sg g', 'sg n', 'sg ill']",2
1974,ORG,"['sg g', 'sg n', 'sg in', '?', 'sg g', 'pl g']",1
1975,ORG,"['sg g', 'sg n', 'sg in', 'sg g', 'sg g']",1
1976,ORG,"['sg g', 'sg n', 'sg in', 'sg g', 'sg kom', 'sg n', 'sg n']",1
1977,ORG,"['sg g', 'sg n', 'sg in', 'sg g']",1
1978,ORG,"['sg g', 'sg n', 'sg in', 'sg kom']",1
1979,ORG,"['sg g', 'sg n', 'sg in', 'sg n']",1
1980,ORG,"['sg g', 'sg n', 'sg in']",12
3182,PER,"['sg g', 'sg n', 'sg kom']",1
1981,ORG,"['sg g', 'sg n', 'sg kom']",6
1982,ORG,"['sg g', 'sg n', 'sg n', '', 'sg g']",1
1983,ORG,"['sg g', 'sg n', 'sg n', '', 'sg n', '', 'sg n']",1
1984,ORG,"['sg g', 'sg n', 'sg n', '', 'sg n', 'sg n']",1
3183,PER,"['sg g', 'sg n', 'sg n', '', 'sg n']",1
1985,ORG,"['sg g', 'sg n', 'sg n', '', 'sg n']",1
1986,ORG,"['sg g', 'sg n', 'sg n', '']",2
1987,ORG,"['sg g', 'sg n', 'sg n', '?', 'sg n']",1
3184,PER,"['sg g', 'sg n', 'sg n', '?']",1
1988,ORG,"['sg g', 'sg n', 'sg n', '?']",8
1989,ORG,"['sg g', 'sg n', 'sg n', 'pl g', 'sg g']",1
1990,ORG,"['sg g', 'sg n', 'sg n', 'pl n']",1
1991,ORG,"['sg g', 'sg n', 'sg n', 'sg g', '?']",1
1992,ORG,"['sg g', 'sg n', 'sg n', 'sg g', 'sg all']",2
1993,ORG,"['sg g', 'sg n', 'sg n', 'sg g', 'sg g', 'sg g']",1
1994,ORG,"['sg g', 'sg n', 'sg n', 'sg g', 'sg g']",2
1995,ORG,"['sg g', 'sg n', 'sg n', 'sg g', 'sg in', 'sg in']",1
1996,ORG,"['sg g', 'sg n', 'sg n', 'sg g']",17
1997,ORG,"['sg g', 'sg n', 'sg n', 'sg in']",1
1998,ORG,"['sg g', 'sg n', 'sg n', 'sg n', '']",1
1999,ORG,"['sg g', 'sg n', 'sg n', 'sg n', '?']",1
2000,ORG,"['sg g', 'sg n', 'sg n', 'sg n', 'pl p']",1
2001,ORG,"['sg g', 'sg n', 'sg n', 'sg n', 'sg el']",1
2002,ORG,"['sg g', 'sg n', 'sg n', 'sg n', 'sg g']",1
2003,ORG,"['sg g', 'sg n', 'sg n', 'sg n', 'sg in']",2
3185,PER,"['sg g', 'sg n', 'sg n', 'sg n', 'sg n', 'sg n']",1
2004,ORG,"['sg g', 'sg n', 'sg n', 'sg n']",26
3186,PER,"['sg g', 'sg n', 'sg n', 'sg n']",3
2005,ORG,"['sg g', 'sg n', 'sg n', 'sg tr']",3
2006,ORG,"['sg g', 'sg n', 'sg n']",347
3187,PER,"['sg g', 'sg n', 'sg n']",87
317,LOC,"['sg g', 'sg n', 'sg n']",2
3188,PER,"['sg g', 'sg n', 'sg p']",2
2007,ORG,"['sg g', 'sg n', 'sg p']",4
3189,PER,"['sg g', 'sg n']",2041
2008,ORG,"['sg g', 'sg n']",8720
318,LOC,"['sg g', 'sg n']",1358
2009,ORG,"['sg g', 'sg p', '', 'sg n', 'sg g']",1
2010,ORG,"['sg g', 'sg p', '?', '']",1
2011,ORG,"['sg g', 'sg p', '?']",4
2012,ORG,"['sg g', 'sg p', 'adt']",9
2013,ORG,"['sg g', 'sg p', 'sg abl']",1
2014,ORG,"['sg g', 'sg p', 'sg all', '']",1
2015,ORG,"['sg g', 'sg p', 'sg all']",2
2016,ORG,"['sg g', 'sg p', 'sg g', '', 'sg g']",1
2017,ORG,"['sg g', 'sg p', 'sg g', '?', 'adt', 'sg n', '', 'sg g']",1
2018,ORG,"['sg g', 'sg p', 'sg g', 'sg g']",1
2019,ORG,"['sg g', 'sg p', 'sg g']",8
2020,ORG,"['sg g', 'sg p', 'sg in']",1
2021,ORG,"['sg g', 'sg p', 'sg kom', '']",1
2022,ORG,"['sg g', 'sg p', 'sg n', 'sg all']",1
2023,ORG,"['sg g', 'sg p', 'sg n', 'sg n', 'sg n']",1
2024,ORG,"['sg g', 'sg p', 'sg n', 'sg n']",1
3190,PER,"['sg g', 'sg p', 'sg n', 'sg p']",1
2025,ORG,"['sg g', 'sg p', 'sg n']",2
2026,ORG,"['sg g', 'sg p', 'sg p']",5
319,LOC,"['sg g', 'sg p']",178
3191,PER,"['sg g', 'sg p']",47
2027,ORG,"['sg g', 'sg p']",369
320,LOC,"['sg g', 'sg ter', 'sg g']",1
2028,ORG,"['sg g', 'sg ter', 'sg n']",1
321,LOC,"['sg g', 'sg ter']",19
2029,ORG,"['sg g', 'sg ter']",9
3192,PER,"['sg g', 'sg ter']",15
2030,ORG,"['sg g', 'sg tr', 'sg in']",1
2031,ORG,"['sg g', 'sg tr', 'sg tr']",1
2032,ORG,"['sg g', 'sg tr']",13
3193,PER,"['sg g', 'sg tr']",7
322,LOC,"['sg g', 'sg tr']",7
2033,ORG,"['sg g', 'tud', 'pl g', 'adt']",1
2034,ORG,"['sg g', 'tud', 'pl g']",2
2035,ORG,"['sg g', 'tud', 'sg g']",6
2036,ORG,"['sg g', 'tud', 'sg n']",7
3194,PER,['sg g'],41853
2037,ORG,['sg g'],25255
323,LOC,['sg g'],119112
324,LOC,"['sg ill', '', 'sg g']",1
2038,ORG,"['sg ill', '', 'sg g']",1
325,LOC,"['sg ill', '', 'sg ill']",1
326,LOC,"['sg ill', '']",5
2039,ORG,"['sg ill', '']",1
2040,ORG,"['sg ill', '?', '', 'sg ill']",1
2041,ORG,"['sg ill', '?', '', 'sg n']",2
2042,ORG,"['sg ill', '?', 'sg g', 'sg g']",1
2043,ORG,"['sg ill', '?', 'sg n']",1
2044,ORG,"['sg ill', '?']",5
327,LOC,"['sg ill', '?']",2
328,LOC,"['sg ill', 'adt']",14
2045,ORG,"['sg ill', 'adt']",27
2046,ORG,"['sg ill', 'pl g', 'sg g']",1
2047,ORG,"['sg ill', 'pl g', 'sg ill']",1
2048,ORG,"['sg ill', 'sg ad']",1
329,LOC,"['sg ill', 'sg all']",2
2049,ORG,"['sg ill', 'sg all']",1
2050,ORG,"['sg ill', 'sg el', 'sg n']",1
330,LOC,"['sg ill', 'sg el']",2
2051,ORG,"['sg ill', 'sg g', '', 'sg g']",1
2052,ORG,"['sg ill', 'sg g', '?']",1
331,LOC,"['sg ill', 'sg g', 'adt']",2
2053,ORG,"['sg ill', 'sg g', 'sg all']",1
332,LOC,"['sg ill', 'sg g', 'sg el']",1
2054,ORG,"['sg ill', 'sg g', 'sg el']",1
333,LOC,"['sg ill', 'sg g', 'sg g']",3
2055,ORG,"['sg ill', 'sg g', 'sg g']",10
2056,ORG,"['sg ill', 'sg g', 'sg ill']",4
2057,ORG,"['sg ill', 'sg g', 'sg n']",1
3195,PER,"['sg ill', 'sg g']",2
2058,ORG,"['sg ill', 'sg g']",36
334,LOC,"['sg ill', 'sg g']",16
3196,PER,"['sg ill', 'sg ill']",1
2059,ORG,"['sg ill', 'sg ill']",5
335,LOC,"['sg ill', 'sg ill']",1
2060,ORG,"['sg ill', 'sg in']",1
336,LOC,"['sg ill', 'sg kom']",1
2061,ORG,"['sg ill', 'sg n', '', 'sg g']",1
337,LOC,"['sg ill', 'sg n', '?']",1
2062,ORG,"['sg ill', 'sg n', 'sg g']",3
2063,ORG,"['sg ill', 'sg n', 'sg n']",6
2064,ORG,"['sg ill', 'sg n']",6
3197,PER,"['sg ill', 'sg n']",2
338,LOC,"['sg ill', 'sg n']",3
2065,ORG,"['sg ill', 'sg p']",2
339,LOC,['sg ill'],7189
2066,ORG,['sg ill'],543
3198,PER,['sg ill'],94
2067,ORG,"['sg in', '', '']",2
2068,ORG,"['sg in', '', '?', 'sg n']",2
340,LOC,"['sg in', '', '?']",2
341,LOC,"['sg in', '', 'adt']",1
342,LOC,"['sg in', '', 'pl g']",3
343,LOC,"['sg in', '', 'pl in']",1
344,LOC,"['sg in', '', 'sg ad']",12
345,LOC,"['sg in', '', 'sg g', 'sg g']",1
346,LOC,"['sg in', '', 'sg g', 'sg in']",1
347,LOC,"['sg in', '', 'sg g']",2
2069,ORG,"['sg in', '', 'sg g']",1
348,LOC,"['sg in', '', 'sg in', '', 'sg in']",2
2070,ORG,"['sg in', '', 'sg in']",18
349,LOC,"['sg in', '', 'sg in']",12
3199,PER,"['sg in', '', 'sg n']",1
350,LOC,"['sg in', '', 'sg n']",2
2071,ORG,"['sg in', '']",4
351,LOC,"['sg in', '']",44
3200,PER,"['sg in', '']",1
2072,ORG,"['sg in', '?', '', '?']",1
352,LOC,"['sg in', '?', '?']",1
353,LOC,"['sg in', '?', 'pl ter']",1
2073,ORG,"['sg in', '?', 'sg ad']",1
354,LOC,"['sg in', '?', 'sg all']",1
2074,ORG,"['sg in', '?', 'sg g', 'sg g']",1
355,LOC,"['sg in', '?', 'sg g', 'sg g']",1
2075,ORG,"['sg in', '?', 'sg g']",5
356,LOC,"['sg in', '?', 'sg g']",2
357,LOC,"['sg in', '?', 'sg in']",1
2076,ORG,"['sg in', '?', 'sg n', '']",1
2077,ORG,"['sg in', '?', 'sg n', 'sg n', '']",1
2078,ORG,"['sg in', '?', 'sg n', 'sg n']",1
2079,ORG,"['sg in', '?', 'sg n']",9
358,LOC,"['sg in', '?', 'sg n']",5
3201,PER,"['sg in', '?', 'sg n']",2
359,LOC,"['sg in', '?']",25
3202,PER,"['sg in', '?']",11
2080,ORG,"['sg in', '?']",18
2081,ORG,"['sg in', 'adt']",11
3203,PER,"['sg in', 'adt']",3
360,LOC,"['sg in', 'adt']",5
2082,ORG,"['sg in', 'ma']",1
3204,PER,"['sg in', 'n']",1
2083,ORG,"['sg in', 'pl g', 'sg g', 'sg ad']",1
2084,ORG,"['sg in', 'pl g', 'sg g']",4
2085,ORG,"['sg in', 'pl g', 'sg in']",5
2086,ORG,"['sg in', 'pl g']",8
361,LOC,"['sg in', 'pl g']",4
3205,PER,"['sg in', 'pl in']",1
2087,ORG,"['sg in', 'pl n', '?', 'sg n', '?', '?', 'sg n', '']",1
2088,ORG,"['sg in', 'pl n', 'sg n', 'sg n']",1
2089,ORG,"['sg in', 'pl n', 'sg n']",1
2090,ORG,"['sg in', 'pl n']",2
3206,PER,"['sg in', 'pl n']",3
3207,PER,"['sg in', 'pl p', 'sg kom']",1
2091,ORG,"['sg in', 'pl p']",1
2092,ORG,"['sg in', 'sg ab']",1
3208,PER,"['sg in', 'sg abl']",1
2093,ORG,"['sg in', 'sg abl']",1
2094,ORG,"['sg in', 'sg ad', 'sg all']",1
362,LOC,"['sg in', 'sg ad']",44
3209,PER,"['sg in', 'sg ad']",1
2095,ORG,"['sg in', 'sg ad']",9
2096,ORG,"['sg in', 'sg all', 'sg all']",1
363,LOC,"['sg in', 'sg all']",4
2097,ORG,"['sg in', 'sg all']",4
3210,PER,"['sg in', 'sg all']",3
2098,ORG,"['sg in', 'sg el', 'sg g']",1
364,LOC,"['sg in', 'sg el']",4
3211,PER,"['sg in', 'sg el']",5
2099,ORG,"['sg in', 'sg el']",5
3212,PER,"['sg in', 'sg es']",3
2100,ORG,"['sg in', 'sg g', '', 'sg g']",3
2101,ORG,"['sg in', 'sg g', '?', '']",1
365,LOC,"['sg in', 'sg g', '?', 'sg g']",1
2102,ORG,"['sg in', 'sg g', '?']",2
2103,ORG,"['sg in', 'sg g', 'pl g', 'sg g']",1
2104,ORG,"['sg in', 'sg g', 'pl g']",1
366,LOC,"['sg in', 'sg g', 'pl g']",1
2105,ORG,"['sg in', 'sg g', 'pl n']",1
2106,ORG,"['sg in', 'sg g', 'sg ad']",2
2107,ORG,"['sg in', 'sg g', 'sg el']",3
367,LOC,"['sg in', 'sg g', 'sg g', 'sg all']",1
2108,ORG,"['sg in', 'sg g', 'sg g', 'sg g', 'sg g']",1
2109,ORG,"['sg in', 'sg g', 'sg g', 'sg g']",2
2110,ORG,"['sg in', 'sg g', 'sg g', 'sg in']",1
2111,ORG,"['sg in', 'sg g', 'sg g', 'sg n']",1
3213,PER,"['sg in', 'sg g', 'sg g', 'sg n']",1
2112,ORG,"['sg in', 'sg g', 'sg g']",41
368,LOC,"['sg in', 'sg g', 'sg g']",4
2113,ORG,"['sg in', 'sg g', 'sg ill']",1
2114,ORG,"['sg in', 'sg g', 'sg in', '?', 'sg g']",1
2115,ORG,"['sg in', 'sg g', 'sg in', '?']",1
2116,ORG,"['sg in', 'sg g', 'sg in', 'sg g']",3
369,LOC,"['sg in', 'sg g', 'sg in']",22
2117,ORG,"['sg in', 'sg g', 'sg in']",60
2118,ORG,"['sg in', 'sg g', 'sg n']",13
2119,ORG,"['sg in', 'sg g']",403
3214,PER,"['sg in', 'sg g']",108
370,LOC,"['sg in', 'sg g']",269
3215,PER,"['sg in', 'sg ill']",1
371,LOC,"['sg in', 'sg ill']",1
2120,ORG,"['sg in', 'sg in', '']",1
2121,ORG,"['sg in', 'sg in', '?', 'sg in']",1
2122,ORG,"['sg in', 'sg in', 'sg g']",3
2123,ORG,"['sg in', 'sg in', 'sg in', 'sg g', 'sg in']",1
2124,ORG,"['sg in', 'sg in', 'sg in', 'sg in']",1
2125,ORG,"['sg in', 'sg in', 'sg in']",5
2126,ORG,"['sg in', 'sg in', 'sg n', 'sg n']",1
372,LOC,"['sg in', 'sg in']",95
3216,PER,"['sg in', 'sg in']",13
2127,ORG,"['sg in', 'sg in']",192
373,LOC,"['sg in', 'sg kom']",5
3217,PER,"['sg in', 'sg kom']",9
2128,ORG,"['sg in', 'sg kom']",7
3218,PER,"['sg in', 'sg n', '', '']",1
374,LOC,"['sg in', 'sg n', '', 'sg in']",2
3219,PER,"['sg in', 'sg n', '', 'sg n', '?', 'sg n', 'sg n']",1
2129,ORG,"['sg in', 'sg n', '', 'sg n']",1
3220,PER,"['sg in', 'sg n', '', 'sg n']",1
2130,ORG,"['sg in', 'sg n', '']",2
2131,ORG,"['sg in', 'sg n', '?', 'sg g', 'pl g', 'sg in']",1
375,LOC,"['sg in', 'sg n', '?', 'sg in']",2
2132,ORG,"['sg in', 'sg n', '?']",1
3221,PER,"['sg in', 'sg n', '?']",1
3222,PER,"['sg in', 'sg n', 'pl n']",1
2133,ORG,"['sg in', 'sg n', 'sg el']",1
2134,ORG,"['sg in', 'sg n', 'sg g', 'sg g', '']",1
2135,ORG,"['sg in', 'sg n', 'sg g', 'sg g']",4
2136,ORG,"['sg in', 'sg n', 'sg g', 'sg in', 'sg in']",1
2137,ORG,"['sg in', 'sg n', 'sg g', 'sg in']",2
2138,ORG,"['sg in', 'sg n', 'sg g', 'sg kom']",1
2139,ORG,"['sg in', 'sg n', 'sg g']",34
376,LOC,"['sg in', 'sg n', 'sg g']",4
3223,PER,"['sg in', 'sg n', 'sg g']",4
2140,ORG,"['sg in', 'sg n', 'sg in']",4
377,LOC,"['sg in', 'sg n', 'sg in']",1
2141,ORG,"['sg in', 'sg n', 'sg n', '']",2
2142,ORG,"['sg in', 'sg n', 'sg n', '?', '?', 'sg n']",1
2143,ORG,"['sg in', 'sg n', 'sg n', '?', 'sg n', '?', 'sg n']",1
2144,ORG,"['sg in', 'sg n', 'sg n', '?']",1
2145,ORG,"['sg in', 'sg n', 'sg n', 'sg ad']",1
2146,ORG,"['sg in', 'sg n', 'sg n', 'sg kom']",1
3224,PER,"['sg in', 'sg n', 'sg n']",19
2147,ORG,"['sg in', 'sg n', 'sg n']",18
3225,PER,"['sg in', 'sg n', 'sg tr']",1
3226,PER,"['sg in', 'sg n']",231
2148,ORG,"['sg in', 'sg n']",122
378,LOC,"['sg in', 'sg n']",28
2149,ORG,"['sg in', 'sg p', 'sg p']",1
3227,PER,"['sg in', 'sg p']",3
379,LOC,"['sg in', 'sg p']",1
2150,ORG,"['sg in', 'sg p']",4
380,LOC,"['sg in', 'sg ter']",1
3228,PER,['sg in'],308
2151,ORG,['sg in'],2125
381,LOC,['sg in'],48286
2152,ORG,"['sg kom', '', 'sg n']",1
3229,PER,"['sg kom', '']",5
2153,ORG,"['sg kom', '']",4
382,LOC,"['sg kom', '']",1
2154,ORG,"['sg kom', '?', 'sg in']",1
2155,ORG,"['sg kom', '?', 'sg n']",1
3230,PER,"['sg kom', '?']",2
2156,ORG,"['sg kom', '?']",5
383,LOC,"['sg kom', 'adt']",2
2157,ORG,"['sg kom', 'adt']",1
3231,PER,"['sg kom', 'adt']",4
3232,PER,"['sg kom', 'pl all']",1
2158,ORG,"['sg kom', 'pl g', 'sg g', 'pl g']",1
3233,PER,"['sg kom', 'pl n', 'sg n']",1
2159,ORG,"['sg kom', 'pl n']",2
3234,PER,"['sg kom', 'pl n']",1
3235,PER,"['sg kom', 'sg abl']",1
384,LOC,"['sg kom', 'sg ad']",1
3236,PER,"['sg kom', 'sg ad']",2
3237,PER,"['sg kom', 'sg all']",3
385,LOC,"['sg kom', 'sg all']",3
2160,ORG,"['sg kom', 'sg el', 'sg ill']",1
386,LOC,"['sg kom', 'sg el']",1
3238,PER,"['sg kom', 'sg el']",1
2161,ORG,"['sg kom', 'sg g', 'sg g', 'sg g']",1
2162,ORG,"['sg kom', 'sg g', 'sg g', 'sg n']",1
2163,ORG,"['sg kom', 'sg g', 'sg g']",4
2164,ORG,"['sg kom', 'sg g', 'sg in', 'sg in']",1
2165,ORG,"['sg kom', 'sg g', 'sg in']",3
2166,ORG,"['sg kom', 'sg g', 'sg n']",4
2167,ORG,"['sg kom', 'sg g']",25
387,LOC,"['sg kom', 'sg g']",7
3239,PER,"['sg kom', 'sg g']",32
388,LOC,"['sg kom', 'sg ill']",2
3240,PER,"['sg kom', 'sg ill']",5
3241,PER,"['sg kom', 'sg in', 'sg g']",1
2168,ORG,"['sg kom', 'sg in', 'sg g']",2
3242,PER,"['sg kom', 'sg in']",5
389,LOC,"['sg kom', 'sg in']",1
2169,ORG,"['sg kom', 'sg in']",12
2170,ORG,"['sg kom', 'sg kom']",2
2171,ORG,"['sg kom', 'sg n', 'sg g', 'sg n']",1
2172,ORG,"['sg kom', 'sg n', 'sg g']",4
3243,PER,"['sg kom', 'sg n', 'sg g']",1
2173,ORG,"['sg kom', 'sg n', 'sg kom']",1
2174,ORG,"['sg kom', 'sg n', 'sg n']",6
3244,PER,"['sg kom', 'sg n', 'sg n']",4
2175,ORG,"['sg kom', 'sg n']",17
3245,PER,"['sg kom', 'sg n']",11
2176,ORG,"['sg kom', 'sg p']",3
3246,PER,"['sg kom', 'sg p']",4
3247,PER,['sg kom'],2625
2177,ORG,['sg kom'],1070
390,LOC,['sg kom'],2100
3248,PER,"['sg n', '', '', '?', '', 'sg g']",2
2178,ORG,"['sg n', '', '', 'sg g']",8
3249,PER,"['sg n', '', '', 'sg g']",5
3250,PER,"['sg n', '', '', 'sg kom']",1
2179,ORG,"['sg n', '', '', 'sg n', 'sg n', 'sg n']",1
2180,ORG,"['sg n', '', '', 'sg n']",2
3251,PER,"['sg n', '', '', 'sg n']",4
3252,PER,"['sg n', '', '']",1
2181,ORG,"['sg n', '', '']",23
2182,ORG,"['sg n', '', '?', '', '?', '', '?', '', '?', '', 'sg n', 'sg n', 'sg n', '', '?']",1
2183,ORG,"['sg n', '', '?', '', '?', '', '?', '', '?']",1
2184,ORG,"['sg n', '', '?', '', '?', '', '?', '', 'sg n', 'sg n', 'sg n']",6
2185,ORG,"['sg n', '', '?', '', '?', '', '?']",3
2186,ORG,"['sg n', '', '?', '', '?', '', 'sg n', 'sg n', 'sg n', '', '?']",3
2187,ORG,"['sg n', '', '?', '', '?', '', 'sg n', 'sg n', 'sg n']",24
2188,ORG,"['sg n', '', '?', '', '?', 'sg n', '', '?', '', '?', '', 'sg n', 'sg n', 'sg n']",1
2189,ORG,"['sg n', '', '?', '', '?', 'sg n', '', '?', '', 'sg n', 'sg n', 'sg n']",1
2190,ORG,"['sg n', '', '?', '', '?', 'sg n']",2
2191,ORG,"['sg n', '', '?', '', '?']",21
391,LOC,"['sg n', '', '?', '', '?']",1
3253,PER,"['sg n', '', '?', '', 'sg g']",2
2192,ORG,"['sg n', '', '?', '', 'sg n', '', '?', '', 'sg n', 'sg n', 'sg n']",6
3254,PER,"['sg n', '', '?', '', 'sg n', '', '?', '', 'sg n']",1
2193,ORG,"['sg n', '', '?', '', 'sg n', '', '?']",1
2194,ORG,"['sg n', '', '?', '', 'sg n', '', 'sg n', 'sg n', 'sg n']",1
2195,ORG,"['sg n', '', '?', '', 'sg n', 'sg n', 'sg n', '', '?', '', '?']",3
2196,ORG,"['sg n', '', '?', '', 'sg n', 'sg n', 'sg n', '', '?']",43
2197,ORG,"['sg n', '', '?', '', 'sg n', 'sg n', 'sg n', '']",2
2198,ORG,"['sg n', '', '?', '', 'sg n', 'sg n', 'sg n']",107
3255,PER,"['sg n', '', '?', '', 'sg n']",6
2199,ORG,"['sg n', '', '?', '', 'sg n']",15
2200,ORG,"['sg n', '', '?', '']",21
3256,PER,"['sg n', '', '?', '']",1
2201,ORG,"['sg n', '', '?', 'pl n', '']",1
2202,ORG,"['sg n', '', '?', 'sg el']",1
2203,ORG,"['sg n', '', '?', 'sg g', 'pl n']",1
2204,ORG,"['sg n', '', '?', 'sg g']",2
392,LOC,"['sg n', '', '?', 'sg in']",1
3257,PER,"['sg n', '', '?', 'sg kom']",1
2205,ORG,"['sg n', '', '?', 'sg n', '', '?', '', 'sg n', 'sg n', 'sg n']",4
2206,ORG,"['sg n', '', '?', 'sg n', '?', '']",1
2207,ORG,"['sg n', '', '?', 'sg n', '?', 'sg n', '']",1
2208,ORG,"['sg n', '', '?', 'sg n', 'sg n', 'sg all']",1
2209,ORG,"['sg n', '', '?', 'sg n', 'sg n']",1
2210,ORG,"['sg n', '', '?', 'sg n']",3
393,LOC,"['sg n', '', '?', 'sg n']",1
3258,PER,"['sg n', '', '?', 'sg n']",4
