,lemma,tag,0
9958,Davenport,LOC,1
9959,Davenport,PER,8
10031,Davis,LOC,3
10032,Davis,PER,4
10033,Davis Cup,ORG,15
10034,Davis Cup,PER,1
10038,Davis Kamo,ORG,1
10039,Davis Kamo,PER,1
10106,Deep Blue,ORG,5
10107,Deep Blue,PER,5
10120,Deivil TSERP,ORG,4
10121,Deivil TSERP,PER,3
10142,Delhi,LOC,13
10143,Delhi,PER,1
10151,Delverde,ORG,1
10152,Delverde,PER,1
10160,Demidov,ORG,1
10161,Demidov,PER,2
10163,Demokraatia,LOC,5
10164,Demokraatia,ORG,2
10165,Demokraatia,PER,4
10181,Den Bosch,ORG,1
10182,Den Bosch,PER,1
10207,Deniv,ORG,1
10208,Deniv,PER,1
10228,Denver,LOC,1
10229,Denver,ORG,21
10230,Denver,PER,2
10231,Denver Nuggets,ORG,1
10232,Denver Nuggets,PER,2
10243,Deportivo,ORG,1
10244,Deportivo,PER,1
10245,Deportivo Coruna,ORG,2
10246,Deportivo Coruna,PER,6
10252,Derartu tulu,ORG,2
10253,Derartu tulu,PER,3
10283,Desperado,ORG,1
10284,Desperado,PER,1
10291,Detroit,LOC,16
10292,Detroit,ORG,46
10309,Deutsch-Lettische Banki,ORG,1
10310,Deutsch-Lettische Banki,PER,1
10334,Di Centa,ORG,1
10335,Di Centa,PER,3
10337,Di Matteo,ORG,1
10338,Di Matteo,PER,1
10340,Di donna,ORG,1
10341,Di donna,PER,1
10343,Diakooniakeskus,LOC,2
10344,Diakooniakeskus,ORG,10
10345,Diakooniakeskus,PER,5
10348,Diamark,LOC,1
10349,Diamark,ORG,1
10350,Diamark,PER,1
10385,Dida,LOC,1
10386,Dida,ORG,2
10436,Dinamo,ORG,4
10437,Dinamo,PER,6
10440,Dinamo Minsk,ORG,1
10441,Dinamo Minsk,PER,2
10442,Dinamo Moskva,ORG,1
10443,Dinamo Moskva,PER,1
10463,Dionysos,LOC,2
10464,Dionysos,ORG,1
10471,Dirham,LOC,4
10472,Dirham,ORG,1
10473,Dirhami,ORG,1
10474,Dirhami,PER,1
10485,Disney,ORG,1
10486,Disney,PER,9
10488,Disneyland,LOC,6
10489,Disneyland,PER,1
10497,Division,LOC,1
10498,Division,ORG,1
10499,Division,PER,2
10502,Diyarbakir,LOC,2
10503,Diyarbakir,PER,1
10521,Dmitri,ORG,1
10522,Dmitri,PER,6
10568,Dmitri Sädus,ORG,1
10569,Dmitri Sädus,PER,1
10586,Dnepropetrovsk,LOC,2
10587,Dnepropetrovsk,PER,1
10593,Dobrinja,LOC,1
10594,Dobrinja,ORG,1
10601,Docomomo,LOC,1
10602,Docomomo,ORG,1
10603,Docomomo,PER,1
10610,Doku Zavgajev,ORG,1
10611,Doku Zavgajev,PER,22
10620,Dolby B,LOC,1
10621,Dolby B,ORG,1
10655,Don Carlo,ORG,1
10656,Don Carlo,PER,1
10662,Don Juan,ORG,2
10663,Don Juan,PER,2
10668,Don Quijote,ORG,1
10669,Don Quijote,PER,5
10703,Donghua Lile,ORG,1
10704,Donghua Lile,PER,1
10736,Dortmund,LOC,6
10737,Dortmund,PER,1
10744,Dosia,LOC,5
10745,Dosia,PER,2
10748,Dostumi,LOC,1
10749,Dostumi,ORG,1
10750,Dostumi,PER,2
10771,Dow Jones,ORG,3
10772,Dow Jones,PER,3
10784,Draamateater,LOC,17
10785,Draamateater,ORG,20
10786,Draamateater,PER,5
10803,Dream Team,ORG,3
10804,Dream Team,PER,12
10815,Dresdner Bank,ORG,1
10816,Dresdner Bank,PER,1
10829,Druzhba,LOC,1
10830,Druzhba,PER,1
10838,Dubai,LOC,29
10839,Dubai,PER,2
10844,Dublin,LOC,36
10845,Dublin,PER,2
10852,Ducati,LOC,1
10853,Ducati,ORG,1
10854,Ducati,PER,1
10856,Dudajev,LOC,3
10857,Dudajev,ORG,5
10858,Dudajev,PER,128
10860,Dudajeva,LOC,1
10861,Dudajeva,PER,7
10879,Duloren,ORG,1
10880,Duloren,PER,2
10891,Dunkr,LOC,2
10892,Dunkr,ORG,1
10907,Dushanbe,LOC,9
10908,Dushanbe,PER,2
10913,Dvigatel,LOC,50
10914,Dvigatel,ORG,9
10915,Dvigatel,PER,52
10944,Dzhohhar Dudajev,ORG,3
10945,Dzhohhar Dudajev,PER,42
10961,E,ORG,30
10962,E,PER,1
11012,E55,LOC,1
11013,E55,ORG,1
11035,EBU,LOC,1
11036,EBU,ORG,5
11037,ECE,LOC,1
11038,ECE,ORG,1
11043,ED,LOC,1
11044,ED,ORG,4
11056,EE0090,ORG,1
11057,EE0090,PER,1
11083,EENet,LOC,1
11084,EENet,ORG,1
11086,EEV,ORG,2
11087,EEV,PER,1
11093,EHI,LOC,1
11094,EHI,ORG,3
11107,EK,LOC,1
11108,EK,ORG,194
11109,EK,PER,4
11120,EKE Merko,ORG,17
11121,EKE Merko,PER,1
11127,EKFü,LOC,1
11128,EKFü,ORG,1
11129,EKFü,PER,2
11130,EKG,ORG,2
11131,EKG,PER,2
11152,EKü,ORG,1
11153,EKü,PER,1
11154,EL,LOC,55
11155,EL,ORG,318
11160,ELK,LOC,9
11161,ELK,ORG,23
11162,ELK,PER,1
11173,ELK-Kristiine,LOC,1
11174,ELK-Kristiine,ORG,3
11184,EM,LOC,4
11185,EM,ORG,225
11186,EM,PER,3
11236,ENSV,LOC,6
11237,ENSV,ORG,26
11238,ENSV,PER,1
11255,EOK,ORG,88
11256,EOK,PER,4
11268,EPL,LOC,1
11269,EPL,ORG,239
11295,EPMü,LOC,1
11296,EPMü,ORG,3
11298,EPS,LOC,2
11299,EPS,ORG,9
11312,ERM,LOC,1
11313,ERM,ORG,57
11341,ESS,LOC,1
11342,ESS,ORG,13
11349,ESäü,LOC,1
11350,ESäü,ORG,2
11353,ETA,ORG,214
11354,ETA,PER,1
11424,EV,LOC,3
11425,EV,ORG,18
11433,EVEA,LOC,1
11434,EVEA,ORG,20
11441,EVK,LOC,1
11442,EVK,ORG,26
11450,EVTV,LOC,1
11451,EVTV,ORG,30
11484,Ecopol,ORG,1
11485,Ecopol,PER,3
11587,Edinburgh,LOC,6
11588,Edinburgh,ORG,1
11593,Edition,ORG,1
11594,Edition,PER,3
11600,Edmonton,LOC,9
11601,Edmonton,ORG,26
11708,Eedi,LOC,1
11709,Eedi,PER,1
11722,Eena,LOC,2
11723,Eena,ORG,12
11724,Eena,PER,2
11736,Eerik Kumar,ORG,2
11737,Eerik Kumar,PER,2
11743,Eerik-Juhan Truuväli,ORG,1
11744,Eerik-Juhan Truuväli,PER,6
11745,Eerika,LOC,1
11746,Eerika,PER,8
11759,Eero Raun,ORG,1
11760,Eero Raun,PER,3
11776,Eesti,LOC,16830
11777,Eesti,ORG,1
11780,Eesti AS,LOC,1
11781,Eesti AS,ORG,11
11907,Eesti Kirjanik Liit,LOC,1
11908,Eesti Kirjanik Liit,ORG,4
12001,Eesti NSV,LOC,21
12002,Eesti NSV,ORG,4
12027,Eesti Panga,LOC,3
12028,Eesti Panga,ORG,226
12434,Eesti loodus,LOC,1
12435,Eesti loodus,ORG,4
12445,Eesti maa,LOC,1
12446,Eesti maa,ORG,4
12776,Eevi,LOC,1
12777,Eevi,PER,12
12786,Eevi alaniit,ORG,2
12787,Eevi alaniit,PER,2
12789,Efes pilsen,ORG,1
12790,Efes pilsen,PER,1
12807,Egiptus,LOC,177
12808,Egiptus,PER,9
12825,Egmont Estonia,ORG,1
12826,Egmont Estonia,PER,9
12856,Ehin,LOC,1
12857,Ehin,PER,4
12864,Ehlvest,ORG,12
12865,Ehlvest,PER,137
12874,Eicher,LOC,1
12875,Eicher,PER,2
12880,Eiffel,LOC,1
12881,Eiffel,ORG,1
12935,Eindhoven,LOC,1
12936,Eindhoven,PER,2
12955,Einojuhani Rautavaar,ORG,1
12956,Einojuhani Rautavaar,PER,1
12987,Ekseko,ORG,5
12988,Ekseko,PER,1
13002,Ektaco,LOC,1
13003,Ektaco,ORG,4
13005,Ekuador,LOC,9
13006,Ekuador,ORG,2
13065,Electrolux,LOC,3
13066,Electrolux,ORG,2
13067,Electrolux,PER,2
13144,Elista,LOC,16
13145,Elista,PER,1
13148,Elizabeth,LOC,4
13149,Elizabeth,ORG,1
13150,Elizabeth,PER,14
13167,Ellamaa,LOC,3
13168,Ellamaa,PER,8
13199,Ellerhein,ORG,2
13200,Ellerhein,PER,1
13215,Ello,LOC,2
13216,Ello,PER,1
13219,Ellos,LOC,2
13220,Ellos,PER,9
13250,Elmatar,LOC,1
13251,Elmatar,ORG,1
13252,Elmatar,PER,7
13275,Elo,ORG,1
13276,Elo,PER,23
13291,Els,ORG,1
13292,Els,PER,1
13297,Elsa,ORG,1
13298,Elsa,PER,1
13313,Elva,LOC,30
13314,Elva,ORG,5
13317,Elva SK,LOC,1
13318,Elva SK,ORG,1
13326,Elva linn,LOC,2
13327,Elva linn,ORG,1
13370,Emex,ORG,4
13371,Emex,PER,2
13468,Endel elu,ORG,2
13469,Endel elu,PER,2
13479,Endla,LOC,19
13480,Endla,ORG,8
13481,Endla,PER,57
13577,Energoremont,ORG,1
13578,Energoremont,PER,1
13581,Engels,ORG,1
13582,Engels,PER,1
13591,Engu,LOC,1
13592,Engu,ORG,1
13595,Enimex,ORG,3
13596,Enimex,PER,4
13754,Enso,LOC,1
13755,Enso,PER,1
13756,Ente,ORG,1
13757,Ente,PER,1
13777,Epl,ORG,4
13778,Epl,PER,2104
13780,Epp,LOC,1
13781,Epp,ORG,2
13782,Epp,PER,16
13789,Epp Käpa,ORG,1
13790,Epp Käpa,PER,2
13808,EraVara,ORG,4
13809,EraVara,PER,1
13829,Erez,LOC,2
13830,Erez,PER,1
13882,Ericsson,LOC,1
13883,Ericsson,ORG,19
13884,Ericsson,PER,1
13931,Erika,LOC,4
13932,Erika,PER,115
13962,Erki,LOC,2
13963,Erki,ORG,2
13964,Erki,PER,46
14072,Ernesto Preaton,ORG,1
14073,Ernesto Preaton,PER,7
14104,Ertugrul,ORG,1
14105,Ertugrul,PER,1
14121,Esa Sievinen,ORG,1
14122,Esa Sievinen,PER,2
14167,Esoi,LOC,3
14168,Esoi,ORG,2
14169,Esoi,PER,1
14170,Esoil,LOC,20
14171,Esoil,ORG,63
14172,Esoil,PER,60
14177,Esoili,ORG,1
14178,Esoili,PER,8
14179,Esoilile,ORG,1
14180,Esoilile,PER,8
14191,Espigor,ORG,1
14192,Espigor,PER,7
14202,Esquipulas,LOC,1
14203,Esquipulas,PER,1
14205,Esra,ORG,3
14206,Esra,PER,6
14208,Esraven,ORG,1
14209,Esraven,PER,1
14216,Essen,LOC,5
14217,Essen,ORG,1
14222,Est põldmaa,ORG,2
14223,Est põldmaa,PER,5
14237,Estam,ORG,1
14238,Estam,PER,5
14239,Estart V. K.Co,ORG,1
14240,Estart V. K.Co,PER,1
14242,Estel,LOC,1
14243,Estel,ORG,3
14244,Estel,PER,16
14269,Estimpeks,ORG,1
14270,Estimpeks,PER,3
14272,Estimpex,LOC,1
14273,Estimpex,ORG,3
14285,Estonia,LOC,14
14286,Estonia,ORG,299
14328,Estpak Data,ORG,1
14329,Estpak Data,PER,2
14332,Estravel,LOC,2
14333,Estravel,ORG,14
14357,Eton,LOC,1
14358,Eton,ORG,3
14389,Euro-Mastercard,LOC,3
14390,Euro-Mastercard,ORG,1
14399,Eurocard,LOC,9
14400,Eurocard,ORG,1
14410,Euroglobe,LOC,1
14411,Euroglobe,ORG,5
14437,Euroopa Liidu,LOC,2
14438,Euroopa Liidu,ORG,452
14439,Euroopa Liidu,PER,1
14453,Euroopa Liit,LOC,40
14454,Euroopa Liit,ORG,29
14510,Euroopa liit,LOC,60
14511,Euroopa liit,ORG,73
14548,Europay,LOC,4
14549,Europay,ORG,8
14550,Europay,PER,6
14557,Europol,LOC,1
14558,Europol,ORG,2
14564,Eurosteel Group,ORG,2
14565,Eurosteel Group,PER,4
14567,Eurovisioon,LOC,3
14568,Eurovisioon,ORG,4
14575,Eutour,ORG,1
14576,Eutour,PER,1
14578,Eva,ORG,1
14579,Eva,PER,15
14704,Everest,LOC,1
14705,Everest,PER,1
14708,Evermen,LOC,1
14709,Evermen,ORG,1
14710,Evermen,PER,5
14738,Evora,LOC,3
14739,Evora,PER,1
14749,Exiton,ORG,1
14750,Exiton,PER,1
14760,Expressen,ORG,4
14761,Expressen,PER,1
14763,Extaler,ORG,1
14764,Extaler,PER,1
14766,Extremadura,LOC,3
14767,Extremadura,ORG,1
14779,EõOL,ORG,4
14780,EõOL,PER,1
14794,F. Hybert,LOC,1
14795,F. Hybert,PER,1
14813,FC Barcelona,LOC,2
14814,FC Barcelona,ORG,14
14832,FC Lantana,ORG,17
14833,FC Lantana,PER,2
14869,FIBA,ORG,16
14870,FIBA,PER,1
14874,FIDE,ORG,53
14875,FIDE,PER,1
14877,FIFA,ORG,105
14878,FIFA,PER,17
14886,FIS,ORG,12
14887,FIS,PER,2
14939,Falco,LOC,1
14940,Falco,ORG,21
14941,Falco,PER,1
14945,Falg,ORG,2
14946,Falg,PER,1
14972,Farooq Ahme Leghari,ORG,1
14973,Farooq Ahme Leghari,PER,1
14979,Farret,LOC,2
14980,Farret,ORG,1
14981,Farret,PER,3
15014,Fea,LOC,1
15015,Fea,ORG,2
15016,Fea,PER,8
15071,Fenerbahce,ORG,2
15072,Fenerbahce,PER,2
15077,Fenno-Ugria,LOC,18
15078,Fenno-Ugria,ORG,1
15080,Fenway Park,ORG,1
15081,Fenway Park,PER,2
15096,Ferenc Szirko,ORG,2
15097,Ferenc Szirko,PER,14
15099,Ferencvaros Budapest,ORG,1
15100,Ferencvaros Budapest,PER,1
15126,Ferrara,LOC,2
15127,Ferrara,ORG,1
15128,Ferrara,PER,2
15131,Ferreira,ORG,1
15132,Ferreira,PER,5
15135,Ferris,ORG,1
15136,Ferris,PER,3
15146,Fiat,LOC,3
15147,Fiat,ORG,1
15148,Fiat,PER,5
15180,Filipiinid,LOC,15
15181,Filipiinid,ORG,2
15182,Filipiinid,PER,1
15193,Fin Olbyle,ORG,1
15194,Fin Olbyle,PER,1
15207,Finest,ORG,2
15208,Finest,PER,1
15217,Fing,ORG,1
15218,Fing,PER,1
15237,Finnair,LOC,8
15238,Finnair,ORG,3
15239,Finnair,PER,32
15253,Fiorentina,LOC,2
15254,Fiorentina,ORG,2
15286,Fix,LOC,2
15287,Fix,ORG,1
15321,Fleur,ORG,1
15322,Fleur,PER,1
15328,Flexer,ORG,9
15329,Flexer,PER,1
15334,Flora,LOC,3
15335,Flora,ORG,44
15336,Flora,PER,38
15344,Florasport,LOC,1
15345,Florasport,ORG,3
15364,Florida,LOC,8
15365,Florida,ORG,41
15372,Floridians,ORG,1
15373,Floridians,PER,2
15375,Flotsam,ORG,1
15376,Flotsam,PER,1
15377,Flowers,ORG,1
15378,Flowers,PER,1
15387,Focu,LOC,2
15388,Focu,ORG,1
15396,Fokker,LOC,1
15397,Fokker,ORG,1
15399,Folgers,ORG,1
15400,Folgers,PER,1
15401,Folha,LOC,1
15402,Folha,ORG,1
15403,Folha,PER,2
15406,Folklore,ORG,1
15407,Folklore,PER,1
15415,Fond,LOC,1
15416,Fond,ORG,9
15417,Fond,PER,2
15429,Foodimpex,LOC,1
15430,Foodimpex,ORG,1
15431,Foodimpex,PER,2
15433,Foods,ORG,3
15434,Foods,PER,5
15436,Footwork,ORG,1
15437,Footwork,PER,1
15440,Ford Credit,ORG,1
15441,Ford Credit,PER,1
15466,Fortuuna Loto,ORG,14
15467,Fortuuna Loto,PER,2
15471,Fortuuna-Loto,LOC,2
15472,Fortuuna-Loto,ORG,1
15494,France Telecom,ORG,1
15495,France Telecom,PER,1
15567,Frank Williams,ORG,1
15568,Frank Williams,PER,1
15590,Franten,ORG,1
15591,Franten,PER,1
15664,Fredrik Jönsson,ORG,1
15665,Fredrik Jönsson,PER,3
15673,Freiburg,LOC,2
15674,Freiburg,ORG,1
15678,Freimuth,ORG,1
15679,Freimuth,PER,19
15686,Frens,ORG,2
15687,Frens,PER,2
15688,Freud,LOC,1
15689,Freud,ORG,1
15690,Freud,PER,7
15692,Freund,ORG,2
15693,Freund,PER,2
15702,Friedebert Tuglas,ORG,9
15703,Friedebert Tuglas,PER,2
15716,Friedrich Naumanni Fond,ORG,1
15717,Friedrich Naumanni Fond,PER,2
15774,Fuser,LOC,1
15775,Fuser,PER,1
15801,Fööniks,ORG,1
15802,Fööniks,PER,1
15805,G,LOC,1
15806,G,ORG,2
15830,G7,LOC,1
15831,G7,ORG,42
15838,GAZ,LOC,1
15839,GAZ,ORG,4
15853,GIA,ORG,2
15854,GIA,PER,1
15859,GLX,ORG,1
15860,GLX,PER,1
15884,Gaana,LOC,2
15885,Gaana,ORG,6
15886,Gaana,PER,9
15891,Gaboon,ORG,1
15892,Gaboon,PER,1
15930,Gaidis Zeibots,ORG,1
15931,Gaidis Zeibots,PER,1
15935,Gailit,LOC,3
15936,Gailit,ORG,1
15937,Gailit,PER,12
15948,Galatasaray,ORG,5
15949,Galatasaray,PER,2
15950,Galatasaray Istanbul,ORG,1
15951,Galatasaray Istanbul,PER,1
15962,Galina,LOC,1
15963,Galina,PER,12
15987,Gallatin,ORG,1
15988,Gallatin,PER,2
16003,Gambrinus,LOC,2
16004,Gambrinus,ORG,1
16011,Gantvarg,LOC,1
16012,Gantvarg,PER,2
16026,Garm,LOC,1
16027,Garm,PER,1
16029,Garmarna,LOC,1
16030,Garmarna,PER,4
16033,Garmisch-Partenkirchen,LOC,4
16034,Garmisch-Partenkirchen,ORG,1
16069,Gata,LOC,1
16070,Gata,PER,7
16071,Gata Kamsk,ORG,1
16072,Gata Kamsk,PER,5
16074,Gata Kamski,ORG,1
16075,Gata Kamski,PER,9
16100,Gazprom,LOC,7
16101,Gazprom,ORG,4
16102,Gazprom,PER,11
16103,Gdansk,LOC,2
16104,Gdansk,PER,2
16108,Geant,ORG,1
16109,Geant,PER,1
16139,Gelfand,LOC,1
16140,Gelfand,PER,16
16144,Gelstein,LOC,1
16145,Gelstein,ORG,1
16146,Gelstein,PER,1
16208,Gent,LOC,7
16209,Gent,ORG,2
16213,Genua,LOC,5
16214,Genua,ORG,1
16215,Genua,PER,1
16304,Georgia,LOC,2
16305,Georgia,PER,2
16394,Getmansk,LOC,1
16395,Getmansk,ORG,1
16400,Gevalia,LOC,1
16401,Gevalia,ORG,1
16469,Ginea,LOC,1
16470,Ginea,PER,3
16483,Ginter,LOC,1
16484,Ginter,PER,10
16528,Glasgow Rangers,ORG,5
16529,Glasgow Rangers,PER,1
16533,Glavlit,LOC,1
16534,Glavlit,PER,1
16538,Glaxo Wellcome,ORG,2
16539,Glaxo Wellcome,PER,2
16544,Glehn,LOC,3
16545,Glehn,ORG,1
16546,Glehn,PER,6
16569,Globus Intur,ORG,1
16570,Globus Intur,PER,1
16572,Gloria,LOC,3
16573,Gloria,PER,4
16599,Goethe,LOC,1
16600,Goethe,ORG,3
16601,Goethe,PER,2
16607,Goiskoje,LOC,4
16608,Goiskoje,PER,1
16623,Golden State,ORG,1
16624,Golden State,PER,1
16637,Goldmund,ORG,1
16638,Goldmund,PER,7
16640,Goldschmidt AG,ORG,3
16641,Goldschmidt AG,PER,9
16657,Gomelsk,LOC,1
16658,Gomelsk,PER,1
16661,Gondvana,ORG,2
16662,Gondvana,PER,1
16665,Gonsior,LOC,6
16666,Gonsior,ORG,6
16667,Gonsior,PER,1
16670,Gonzales,ORG,1
16671,Gonzales,PER,5
16762,Granada Baloncesto,ORG,8
16763,Granada Baloncesto,PER,1
16765,Granadaga,ORG,1
16766,Granadaga,PER,2
16788,Grasshoppers,ORG,2
16789,Grasshoppers,PER,1
16790,Grasshoppers Zürich,ORG,1
16791,Grasshoppers Zürich,PER,1
16803,Grazer Wechselseitige,ORG,2
16804,Grazer Wechselseitige,PER,2
16808,Grbavica,LOC,2
16809,Grbavica,PER,1
16818,Green Bay,LOC,4
16819,Green Bay,ORG,2
16865,Grigori Javlinsk,ORG,1
16866,Grigori Javlinsk,PER,25
16882,Grinbergs-Linkevics,ORG,1
16883,Grinbergs-Linkevics,PER,1
16895,Grolsch,ORG,1
16896,Grolsch,PER,2
16909,Groznõi,LOC,391
16910,Groznõi,ORG,1
16911,Groznõi,PER,1
16930,Grupp,LOC,1
16931,Grupp,ORG,5
16932,Grupp,PER,7
16940,Gruzenkin,ORG,1
16941,Gruzenkin,PER,3
16965,Guatemaala,LOC,9
16966,Guatemaala,ORG,1
16967,Guatemaala,PER,1
17061,Gundersen,LOC,1
17062,Gundersen,PER,1
17107,Guntis Peders,ORG,1
17108,Guntis Peders,PER,1
17118,Gustafsson,ORG,1
17119,Gustafsson,PER,1
17138,Gustav Mahleri Kaheksas,ORG,1
17139,Gustav Mahleri Kaheksas,PER,1
17186,Gyimesi,ORG,1
17187,Gyimesi,PER,2
17198,Gällivares,ORG,1
17199,Gällivares,PER,1
17227,Götzis,LOC,15
17228,Götzis,PER,1
17230,Götzises,ORG,1
17231,Götzises,PER,4
17234,Gümnaasium,LOC,1
17235,Gümnaasium,ORG,3
17236,Gümnaasium,PER,2
17250,H. A. Harri,LOC,6
17251,H. A. Harri,PER,1
17268,H. Pürkop,LOC,1
17269,H. Pürkop,PER,2
17307,HC Kehra,LOC,5
17308,HC Kehra,ORG,53
17309,HC Kehra,PER,1
17337,HLü,LOC,1
17338,HLü,ORG,1
17339,HLü,PER,2
17349,Haabersti,LOC,120
17350,Haabersti,ORG,3
17351,Haabersti,PER,2
17397,Haapsalu,LOC,318
17398,Haapsalu,PER,2
17437,Haapsalu-Noarootsi,LOC,1
17438,Haapsalu-Noarootsi,ORG,1
17453,Haava,ORG,1
17454,Haava,PER,2
17497,Haiglate Liit,LOC,1
17498,Haiglate Liit,ORG,3
17509,Hain,LOC,1
17510,Hain,PER,10
17521,Haiti,LOC,9
17522,Haiti,ORG,1
17523,Haiti,PER,1
17528,Hajduk Split,ORG,1
17529,Hajduk Split,PER,1
17534,Hakan,ORG,2
17535,Hakan,PER,2
17575,Hall,LOC,6
17576,Hall,ORG,6
17597,Halliste,LOC,7
17598,Halliste,PER,3
17605,Hallu,LOC,4
17606,Hallu,PER,5
17626,Hamanaka,ORG,1
17627,Hamanaka,PER,26
17633,Hamas,ORG,69
17634,Hamas,PER,3
17638,Hamasile,ORG,3
17639,Hamasile,PER,4
17641,Hamburg,LOC,56
17642,Hamburg,ORG,2
17643,Hamburg,PER,35
17659,Hamilton,ORG,1
17660,Hamilton,PER,1
17662,Hamlet,LOC,3
17663,Hamlet,ORG,2
17664,Hamlet,PER,1
17673,Han Pijesak,ORG,2
17674,Han Pijesak,PER,2
17687,Hankala,LOC,13
17688,Hankala,ORG,1
17703,Hanna heinmaa,ORG,2
17704,Hanna heinmaa,PER,9
17717,Hannes,LOC,1
17718,Hannes,PER,29
17852,Hansa,ORG,6
17853,Hansa,PER,1
17881,Hansabank-Latvija,LOC,5
17882,Hansabank-Latvija,ORG,2
17883,Hansabank-Latvija,PER,1
17915,Hansson,ORG,3
17916,Hansson,PER,2
17919,Hanza Lizings,ORG,1
17920,Hanza Lizings,PER,1
17931,Hara,LOC,1
17932,Hara,ORG,3
17988,Harju,LOC,63
17989,Harju,PER,1
18053,Harmaron,ORG,1
18054,Harmaron,PER,3
18068,Harri,ORG,1
18069,Harri,PER,4
18129,Harry Liivrand,ORG,1
18130,Harry Liivrand,PER,7
18153,Hartford,LOC,12
18154,Hartford,ORG,6
18163,Harvard,LOC,4
18164,Harvard,ORG,1
18165,Harvard,PER,3
18176,Hasavjurt,LOC,2
18177,Hasavjurt,ORG,1
18178,Hasavjurt,PER,1
18187,Hashimotole,LOC,1
18188,Hashimotole,ORG,1
18202,Hassavjurt,LOC,3
18203,Hassavjurt,PER,1
18227,Havel,LOC,1
18228,Havel,PER,19
18239,Hawks,ORG,1
18240,Hawks,PER,1
18244,Haydn,LOC,1
18245,Haydn,ORG,1
18246,Haydn,PER,4
18251,Hazell,ORG,1
18252,Hazell,PER,1
18257,Heat,LOC,1
18258,Heat,PER,7
18267,Hebron,LOC,38
18268,Hebron,ORG,5
18269,Hebron,PER,42
18312,Heidenheim,LOC,8
18313,Heidenheim,ORG,1
18364,Heiki Mätlik,ORG,1
18365,Heiki Mätlik,PER,5
18372,Heiki Sorge,ORG,2
18373,Heiki Sorge,PER,13
18443,Heineken,LOC,1
18444,Heineken,ORG,7
18445,Heineken,PER,1
18465,Heino Hulgimüük,ORG,1
18466,Heino Hulgimüük,PER,2
18509,Heino Sildoja,ORG,1
18510,Heino Sildoja,PER,6
18545,Heinz valk,ORG,1
18546,Heinz valk,PER,1
18562,Heitti Polli,ORG,1
18563,Heitti Polli,PER,6
18595,Hele-Mai,LOC,3
18596,Hele-Mai,PER,1
18599,Helen,LOC,3
18600,Helen,ORG,2
18601,Helen,PER,10
18605,Helen Holter,ORG,1
18606,Helen Holter,PER,4
18618,Helen Mahmastol,ORG,1
18619,Helen Mahmastol,PER,4
18633,Helen Vesik,ORG,1
18634,Helen Vesik,PER,3
18639,Helena,LOC,1
18640,Helena,ORG,1
18641,Helena,PER,1
18664,Heleri Saar,LOC,2
18665,Heleri Saar,PER,1
18695,Helgi roosmaa,ORG,2
18696,Helgi roosmaa,PER,1
18751,Hella,LOC,1
18752,Hella,PER,4
18763,Hellas,LOC,1
18764,Hellas,PER,1
18815,Helme,LOC,3
18816,Helme,PER,19
18832,Helmi Eller,ORG,1
18833,Helmi Eller,PER,4
18869,Helsingborg,LOC,6
18870,Helsingborg,ORG,1
18872,Helsingi,LOC,543
18873,Helsingi,PER,3
18877,Helsingi Dicken,ORG,4
18878,Helsingi Dicken,PER,2
18881,Helsingi GP,LOC,1
18882,Helsingi GP,ORG,1
18891,Helsingi Kiffen,ORG,4
18892,Helsingi Kiffen,PER,1
18925,Helsingin Sanomat,ORG,8
18926,Helsingin Sanomat,PER,2
18929,Helsingin Sanomate,ORG,6
18930,Helsingin Sanomate,PER,3
18933,Helsinki,LOC,2
18934,Helsinki,PER,3
18937,Helsinki Jalkapalloklubi,ORG,1
18938,Helsinki Jalkapalloklubi,PER,1
18941,Heltermaa,LOC,12
18942,Heltermaa,ORG,1
19011,Henn Pärn,LOC,1
19012,Henn Pärn,PER,27
19020,Henn Roode,ORG,1
19021,Henn Roode,PER,2
19121,Hense,ORG,1
19122,Hense,PER,1
19124,Hensima,ORG,1
19125,Hensima,PER,1
19169,Herdmansi,LOC,1
19170,Herdmansi,PER,5
19184,Herm,LOC,1
19185,Herm,PER,2
19212,Hermes,ORG,2
19213,Hermes,PER,1
19229,Herningis,ORG,1
19230,Herningis,PER,2
19263,Herzliya,LOC,1
19264,Herzliya,PER,2
19267,Hesse,ORG,2
19268,Hesse,PER,8
19280,Heureka,LOC,7
19281,Heureka,PER,7
19333,Hiiu,LOC,7
19334,Hiiu,PER,4
19371,Hilja,LOC,1
19372,Hilja,PER,1
19427,Hilton,ORG,1
19428,Hilton,PER,2
19449,Hindrey,ORG,1
19450,Hindrey,PER,7
19457,Hink,LOC,1
19458,Hink,PER,3
19467,Hipp,ORG,1
19468,Hipp,PER,2
19481,Hirv,ORG,1
19482,Hirv,PER,1
19488,Hisarak,LOC,1
19489,Hisarak,PER,1
19511,Hitler,LOC,2
19512,Hitler,PER,16
19517,Hizbollah,ORG,2
19518,Hizbollah,PER,2
19532,Hobby Hall,ORG,3
19533,Hobby Hall,PER,5
19535,Hobby hall,ORG,4
19536,Hobby hall,PER,2
19551,Hohlov-Simson,LOC,1
19552,Hohlov-Simson,ORG,1
19553,Hohlov-Simson,PER,5
19560,Hoiupank,LOC,2
19561,Hoiupank,ORG,180
19594,Holland,LOC,482
19595,Holland,ORG,10
19596,Holland,PER,1
19620,Holly Hunter,ORG,1
19621,Holly Hunter,PER,2
